title,description
VAT126,"Vehicle and Traffic      126. Omnibus.      Any   motor  vehicle  used  in  the  business  of  transporting passengers for hire, except such a motor  vehicle  used  in  the transportation of agricultural workers to and from their employment."
VAT127,"Vehicle and Traffic      127. Overhang.  That  portion of a transported vehicle or boat which  extends beyond the front or rear bumper of an automobile transporter  or  stinger-steered   automobile   transporter   or   boat   transporter  or  stinger-steered boat transporter,  or  that  portion  of  a  transported  vehicle that extends beyond the rear bumper of a car carrier."
VAT128,"Vehicle and Traffic      128. Owner.  A person, other than a lien holder, having the property  in or title to a vehicle or vessel. The term includes a person  entitled  to  the  use and possession of a vehicle or vessel subject to a security  interest in another person and also includes any lessee or bailee  of  a  motor  vehicle or vessel having the exclusive use thereof, under a lease  or otherwise, for a period greater than thirty days."
VAT129,"Vehicle and Traffic      129. Park  or  parking.    Means  the standing of a vehicle, whether  occupied or not, otherwise than temporarily for the purpose of and while  actually engaged in loading or unloading merchandise or passengers."
VAT129-A,"Vehicle and Traffic      129-a. Parking  area  of  a  shopping  center.   An area or areas of  private property totaling at least one acre, near or contiguous  to  and  provided  in  connection  with  premises  having  one  or more stores or  business establishments, and used by the public as a means of access  to  and egress from such stores and business establishments and for the free  parking  of  motor  vehicles of customers and patrons of such stores and  business establishments."
VAT129-B,"Vehicle and Traffic      129-b. Parking  lot.  Any  area or areas of private property near or  contiguous to and provided in connection with  premises  having  one  or  more  stores  or  business  establishments,  and used by the public as a  means  of  access  to  and  egress  from  such   stores   and   business  establishments  and  for  the parking of motor vehicles of customers and  patrons of such stores and business establishments."
VAT130,Vehicle and Traffic      130. Pedestrian. Any person afoot or in a wheelchair.
VAT130-A,"Vehicle and Traffic      130-a. Wheelchair. A wheelchair is any manual or electrically driven  mobility  assistance device, scooter, tricycle or similar device used by  a person with a disability as a substitute for walking.    An electrically driven mobility assistance device means  any  wheeled,  electrically   powered  device  designed  to  enable  a  person  with  a  disability to move from place to place."
VAT131,"Vehicle and Traffic      131. Person.      Every   natural   person,   firm,   copartnership,  association, or corporation."
VAT131-A,"Vehicle and Traffic      131-a. Place  of  public  assembly. A place of public assembly shall  include (1) a theatre, (2) a moving picture house, or  (3)  an  assembly  hall  maintained  or leased for pecuniary gain where one hundred or more  persons may assemble for amusement or recreation."
VAT132,"Vehicle and Traffic      132. Police  officer.  All police officers as defined in subdivision  thirty-four of section 1.20 of the criminal  procedure  law,  and  every  duly  designated  peace  officer as defined in section 2.20 of such law,  when such peace officer is acting pursuant to his special duties."
VAT132-A,"Vehicle and Traffic      132-a. Police  vehicle.   Every vehicle owned by the state, a public  authority, a county, town, city or village, and operated by  the  police  department  or  law enforcement agency of such governmental unit or by a  constable or police constable of a town  when  acting  pursuant  to  his  special  duties.  Any  other  vehicle  operated  by a chief or deputy or  assistant chief of a  police  department,  a  sheriff,  undersheriff  or  regular  deputy  sheriff,  and  a  vehicle owned and operated by the law  enforcement unit of a public or private corporation authorized by law to  maintain a unit for the enforcement of  law  on  the  property  of  such  corporation  shall  be a police vehicle only for the purposes of section  one hundred one of this chapter."
VAT133,"Vehicle and Traffic      133. Private road.  Every way or place in private ownership and used  for  vehicular  travel  by the owner and those having express or implied  permission from the owner, but not by other persons."
VAT134,"Vehicle and Traffic      134. Public  highway.    Any  highway,  road, street, avenue, alley,  public place, public driveway or any other public way."
VAT134-A,Vehicle and Traffic      134-a. Qualifying  highway.  The  highways on the national system of  interstate and defense highways and federal-aid primary system  highways  that  are  designated  by the commissioner of transportation pursuant to  section sixteen hundred twenty-seven of this chapter.
VAT134-B,Vehicle and Traffic      134-b. Radar   detector.  Any  instrument  designed  to  detect  the  presence of microwaves  at  frequencies  specifically  assigned  by  the  federal   communications  commission  for  the  purpose  of  maintaining  vehicular speed.
VAT134-C,Vehicle and Traffic       134-c.  Laser  detector.  Any  instrument  designed  to  detect the  presence of laser speed detection devices.
VAT135,"Vehicle and Traffic      135. Railroad.    A  carrier of persons or property upon cars, other  than streetcars, operated upon stationary rails."
